Model Name,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,
450nm,0.969035,,0.710661,0.178229313,0.481737,0.086395925,0.995202,0.417647949,0.42455,0.21380074,0.781842,0.477828603,0.039184,0.021448716,0.516836,0.112187671,0.696954,0.134992962,0.859603,0.422744849,0.011653,0.003742588,0.022069,0.007160961,0.166472,0.105851343,0.287962,0.192840256,0.099088,0.086632119,0.990326,0.76963274,0.030089,0.022283284,0.620801,0.42020366,0.920918,0.805153781,0.251966,0.22987049,0.94525,0.646769052,0.017483,0.017750665,0.252168,0.195972587,0.295787,0.221661449,0.469285,0.364705259,0.487487,0.378850959,0.653263,0.514029976,0.887384,0.698251663,0.990965,0.760737518,0.995906,0.72897103,0.696922,0.535008514,0.805041,0.641477281,0.651723,0.494282605
451nm,0.974647,,0.696437,0.173656322,0.463038,0.082564243,0.99644,0.415759689,0.42741,0.214001664,0.791157,0.480737427,0.04058,0.022084964,0.521553,0.112559702,0.688492,0.132586108,0.851731,0.416461606,0.011687,0.003731895,0.023156,0.007470408,0.16145,0.102066998,0.290415,0.193363133,0.100432,0.087301579,0.994793,0.768652752,0.031834,0.023439847,0.628297,0.422828763,0.928124,0.806781612,0.254636,0.230968736,0.952101,0.64770564,0.018103,0.018274325,0.259138,0.200229733,0.303534,0.226157265,0.477993,0.369333756,0.495378,0.382766729,0.661034,0.517149722,0.893774,0.69923026,0.995302,0.759667434,0.99896,0.726996185,0.699895,0.534197097,0.80262,0.635865659,0.637267,0.480535882
452nm,0.979124,,0.68115,0.169067908,0.443835,0.078778294,0.996278,0.413791362,0.429538,0.214083757,0.799554,0.483618287,0.042244,0.022885443,0.525769,0.11295075,0.679126,0.130184457,0.842595,0.41011065,0.01169,0.003715785,0.024399,0.007835423,0.156564,0.098525547,0.292498,0.193859544,0.101823,0.088106009,0.998026,0.767624762,0.03374,0.024729668,0.63545,0.425687183,0.934528,0.808633931,0.256488,0.231584826,0.957897,0.648668972,0.018954,0.019045892,0.266487,0.204966624,0.311,0.230660507,0.486418,0.374125024,0.503164,0.387005094,0.668552,0.520639776,0.89921,0.700266386,0.998369,0.758524083,1,0.724425431,0.702123,0.533447257,0.799009,0.630110503,0.622029,0.466900866
453nm,0.98232,,0.66466,0.164438183,0.424064,0.075024159,0.994534,0.411723091,0.430838,0.214033048,0.806917,0.486483919,0.044212,0.023873669,0.52942,0.113365053,0.668739,0.12777625,0.832029,0.403650359,0.01166,0.003694191,0.025821,0.008265101,0.151829,0.095234956,0.294162,0.194328082,0.103267,0.089064762,0.999864,0.766536363,0.035827,0.026173896,0.642215,0.428819321,0.940027,0.810745749,0.257417,0.231667431,0.962501,0.649666108,0.020066,0.020097682,0.274262,0.210260391,0.318147,0.235193543,0.494522,0.379120656,0.510832,0.391624564,0.675784,0.524559512,0.903569,0.701371613,1,0.75729135,0.998763,0.721175298,0.703511,0.532762795,0.794055,0.624166337,0.605909,0.453321336
454nm,0.984061,,0.646737,0.159720919,0.40392,0.071333914,0.990389,0.409281735,0.43104,0.213754554,0.813004,0.489286544,0.045938,0.024761791,0.531925,0.113699936,0.656729,0.125259493,0.819752,0.396990697,0.011447,0.003620291,0.027052,0.008643815,0.146704,0.09185749,0.295287,0.194726155,0.104443,0.08991966,1,0.765284286,0.038105,0.027788868,0.64769,0.43170995,0.943628,0.81241164,0.257875,0.231669022,0.965417,0.65048147,0.021646,0.02164182,0.281951,0.21577267,0.325543,0.240235337,0.502183,0.384312759,0.51795,0.396378996,0.681487,0.528050433,0.906029,0.702036878,0.999334,0.755448087,0.995088,0.717250488,0.703684,0.531951011,0.78689,0.617439983,0.588201,0.439294212
455nm,0.984904,,0.62793,0.15494353,0.383546,0.067677807,0.984761,0.406607622,0.430564,0.213335748,0.818302,0.492053496,0.047515,0.025589914,0.533724,0.113986828,0.643718,0.122672785,0.806416,0.390198055,0.011119,0.003513546,0.028167,0.008992383,0.141339,0.088422493,0.296079,0.19508132,0.105455,0.090713226,0.999085,0.763929627,0.040501,0.02951092,0.652369,0.434456502,0.946056,0.813804865,0.258043,0.23162153,0.967292,0.651186971,0.023517,0.023492334,0.289587,0.221426694,0.333091,0.245595014,0.50957,0.389632134,0.524727,0.401221619,0.686247,0.531283595,0.907318,0.702433917,0.997251,0.753228184,0.989907,0.712905356,0.703108,0.531060648,0.778361,0.610224879,0.569511,0.424971649
456nm,0.984082,,0.608258,0.150214776,0.363867,0.06425902,0.977938,0.404127691,0.430106,0.213286828,0.822785,0.495162432,0.049698,0.026787959,0.535279,0.114414418,0.630167,0.120190694,0.791045,0.383080254,0.011362,0.003593331,0.029673,0.00948109,0.135887,0.0850827,0.297358,0.196087685,0.106708,0.09186774,0.996692,0.762736449,0.043747,0.031902734,0.65714,0.437999386,0.947418,0.815657215,0.25829,0.232036897,0.968414,0.652486873,0.02582,0.025814463,0.297507,0.227672574,0.340979,0.251621006,0.516787,0.395480531,0.530942,0.406312899,0.690753,0.535218775,0.906923,0.702714598,0.993264,0.750843438,0.982976,0.708505148,0.701362,0.530184377,0.768075,0.602663772,0.5504,0.411054001
457nm,0.982755,,0.588326,0.145488576,0.344398,0.060902915,0.970753,0.401700207,0.429655,0.213350876,0.827022,0.498384367,0.052065,0.028101701,0.536761,0.114886111,0.616454,0.117733997,0.775058,0.375845026,0.011777,0.003729608,0.031298,0.010013812,0.13041,0.081763651,0.298784,0.197294081,0.108034,0.093134917,0.993854,0.761591598,0.047249,0.034503112,0.66194,0.441794444,0.948457,0.817654296,0.25856,0.232593097,0.969308,0.653971079,0.028254,0.028286084,0.305512,0.234114238,0.34897,0.257865582,0.523953,0.401505857,0.536986,0.411493062,0.695183,0.539378622,0.906021,0.70296362,0.988703,0.748404814,0.975516,0.704077585,0.699262,0.52931067,0.757257,0.594977823,0.531161,0.397221421
458nm,0.98662,,0.572162,0.140937061,0.327969,0.05777043,0.967913,0.398955984,0.431798,0.213575058,0.835815,0.501710114,0.055046,0.029594285,0.540537,0.115241088,0.606306,0.115342252,0.763242,0.368665257,0.011528,0.003636452,0.032172,0.010253125,0.125921,0.078639889,0.301501,0.198308269,0.109503,0.094031517,0.995256,0.759678273,0.051815,0.037689163,0.670203,0.44555707,0.954005,0.819215337,0.260286,0.233228511,0.973416,0.654169924,0.031456,0.031368354,0.314876,0.240344651,0.358839,0.264119382,0.533234,0.407017174,0.545376,0.416285155,0.701995,0.542530242,0.908957,0.70247888,0.988138,0.745046997,0.972054,0.698830515,0.699232,0.527214521,0.749556,0.586620065,0.51419,0.38302353
459nm,0.990687,,0.556248,0.136454578,0.311852,0.054705978,0.965235,0.396218886,0.434226,0.213894285,0.84481,0.505027692,0.058136,0.031127245,0.544471,0.115603272,0.596396,0.112991229,0.751638,0.361569784,0.011246,0.003532933,0.03303,0.010483353,0.121534,0.075588542,0.304285,0.199317789,0.111023,0.094945379,0.996811,0.757741675,0.056514,0.040938365,0.678602,0.449288764,0.959678,0.820703742,0.262216,0.233993325,0.977592,0.654279303,0.034854,0.034614201,0.324344,0.246555231,0.368834,0.270361616,0.542623,0.412483471,0.553897,0.421053581,0.70888,0.545602193,0.91202,0.701952534,0.98761,0.741591933,0.968646,0.693521627,0.699206,0.525030659,0.741975,0.578303142,0.497302,0.36892279
460nm,0.991319,,0.539207,0.132189879,0.296302,0.051945014,0.959581,0.393646855,0.437383,0.215312028,0.851107,0.508467668,0.061967,0.033157291,0.547783,0.116232334,0.585413,0.110839717,0.737906,0.354737807,0.011301,0.003547948,0.034551,0.01095911,0.117322,0.072922352,0.30642,0.200588329,0.113063,0.096628317,0.995383,0.756173764,0.061729,0.044687568,0.684713,0.453045718,0.961673,0.821885524,0.265141,0.23645266,0.978884,0.654726331,0.039931,0.039630988,0.333588,0.253420536,0.378287,0.277114044,0.550933,0.418533449,0.561386,0.426474397,0.713903,0.54911793,0.912208,0.70164962,0.98284,0.737539655,0.961225,0.687769656,0.696772,0.52286942,0.732297,0.570396128,0.478816,0.354982519
461nm,0.992101,,0.522358,0.127958304,0.28089,0.049204306,0.953677,0.390916496,0.441187,0.217013445,0.85739,0.511817507,0.06617,0.035378323,0.551059,0.116835292,0.574381,0.108665242,0.72412,0.347835994,0.011379,0.00356962,0.036146,0.011455986,0.113181,0.070293033,0.308638,0.20188102,0.115465,0.098603382,0.993764,0.754348774,0.067136,0.048563556,0.690875,0.456762537,0.96371,0.822977225,0.268587,0.239337001,0.980187,0.655081083,0.045464,0.045086851,0.343042,0.260397149,0.387821,0.283874239,0.559315,0.424566179,0.568787,0.431756208,0.719098,0.552677827,0.912339,0.701197245,0.977962,0.733300659,0.953662,0.681820374,0.694232,0.520552724,0.722441,0.562275605,0.460407,0.341065486
462nm,0.993409,,0.506177,0.1238313,0.265958,0.046527282,0.946894,0.387625063,0.447256,0.21970903,0.863627,0.514861872,0.071676,0.038271692,0.554212,0.117349075,0.563178,0.106405497,0.710142,0.340672419,0.011535,0.003613793,0.038002,0.012028361,0.109289,0.067786467,0.311146,0.203253538,0.11914,0.101607752,0.991477,0.751621804,0.073213,0.05288969,0.697215,0.460347213,0.965887,0.823750269,0.273853,0.243708208,0.981532,0.655116263,0.05259,0.052085067,0.353233,0.267779913,0.397639,0.29067751,0.567947,0.430550934,0.57588,0.436564806,0.724893,0.556398133,0.912266,0.700217962,0.972707,0.728399994,0.945606,0.675170584,0.69132,0.517686707,0.711963,0.553390982,0.442273,0.327200591
463nm,0.994813,,0.490308,0.119779816,0.251584,0.043950547,0.940387,0.384418023,0.454312,0.222860232,0.870306,0.518111386,0.07757,0.041360362,0.557777,0.117937247,0.551982,0.104142965,0.696377,0.333597534,0.011507,0.003599933,0.039851,0.012595804,0.105598,0.065404688,0.313504,0.204504852,0.123706,0.105352938,0.989699,0.749215055,0.079906,0.057643302,0.703701,0.463973955,0.968286,0.824630777,0.280213,0.249016183,0.982898,0.655102123,0.060611,0.059944334,0.363765,0.275374851,0.40769,0.297604269,0.576967,0.436771546,0.583332,0.441589934,0.730761,0.560110556,0.912245,0.699213634,0.967287,0.723319014,0.937175,0.668206394,0.688502,0.514848838,0.701559,0.544534615,0.424433,0.313559118
464nm,0.996379,,0.474957,0.11584728,0.238134,0.041535511,0.934339,0.381345378,0.46301,0.226770014,0.877717,0.521702064,0.084111,0.044777539,0.562025,0.118648679,0.540801,0.10187307,0.682968,0.326659773,0.011172,0.003489636,0.04169,0.01315635,0.102241,0.063225921,0.315611,0.205555711,0.129754,0.110329977,0.988766,0.747332337,0.087624,0.063111633,0.710428,0.4676731,0.971053,0.825687495,0.288391,0.255880907,0.984301,0.655006136,0.070119,0.069238762,0.374862,0.283329417,0.418129,0.304744778,0.586634,0.44339162,0.59138,0.446978757,0.73675,0.563813443,0.912307,0.698162133,0.961592,0.71793026,0.928121,0.660710818,0.68584,0.51205219,0.691274,0.535708332,0.407082,0.300268017
465nm,0.997836,,0.459865,0.112002393,0.225387,0.039254768,0.927539,0.378017223,0.473457,0.231548086,0.885056,0.525296119,0.09145,0.04861346,0.565908,0.119293973,0.529745,0.099644693,0.669449,0.319726177,0.011014,0.00343526,0.043591,0.013736174,0.099064,0.06117181,0.317916,0.206754608,0.137304,0.116579278,0.987244,0.745092429,0.09573,0.068849343,0.717112,0.47138386,0.973987,0.826973,0.298108,0.264116301,0.98567,0.654959397,0.081387,0.080247963,0.38605,0.291359514,0.428912,0.312147296,0.595984,0.449800826,0.59934,0.452333665,0.742514,0.567394767,0.912054,0.696949373,0.955512,0.712349231,0.917953,0.652518247,0.68256,0.50885922,0.680219,0.52637146,0.389703,0.28702936
466nm,0.999196,,0.445004,0.108235404,0.213264,0.037092797,0.920072,0.374463682,0.485456,0.237093151,0.89233,0.528892511,0.099497,0.052819136,0.569467,0.119880822,0.518802,0.097453497,0.655832,0.312796426,0.011011,0.00342965,0.045548,0.014333318,0.096047,0.059228094,0.320396,0.208083853,0.146187,0.123952533,0.985201,0.742538495,0.104181,0.074825348,0.723758,0.475104974,0.977069,0.828460652,0.309191,0.273562713,0.987011,0.654957793,0.094215,0.09276999,0.397319,0.299456306,0.44,0.319780913,0.605053,0.456023841,0.607223,0.457659353,0.748081,0.570870743,0.911523,0.695595546,0.94909,0.706598471,0.906797,0.643710764,0.678733,0.505317409,0.668481,0.516584207,0.372298,0.273836767
467nm,0.998585,,0.430185,0.104695096,0.20186,0.035130793,0.912107,0.371449114,0.500129,0.24440879,0.898876,0.533098373,0.109626,0.058231842,0.572668,0.120628441,0.507465,0.095382243,0.641636,0.306212948,0.010991,0.003425515,0.047314,0.014898163,0.092503,0.057077563,0.322352,0.20948229,0.156988,0.133192189,0.982519,0.740970189,0.114002,0.08192913,0.729506,0.47917121,0.978419,0.830112929,0.322398,0.285422394,0.987065,0.655394394,0.109442,0.107829385,0.40922,0.308614715,0.451032,0.327999262,0.613922,0.462991454,0.614604,0.463505787,0.75215,0.574327048,0.909311,0.694332117,0.940771,0.700833521,0.894544,0.635401232,0.673899,0.502025476,0.655626,0.506960209,0.354939,0.261228421
468nm,0.997071,,0.415385,0.101246691,0.190785,0.033253768,0.903914,0.368671532,0.516029,0.252561906,0.905086,0.537596426,0.120709,0.064216342,0.575704,0.121452092,0.495948,0.093359073,0.627176,0.299766579,0.010964,0.003422289,0.048991,0.015449639,0.088718,0.054825209,0.324067,0.210916573,0.168668,0.143319059,0.979544,0.7398483,0.124452,0.089574977,0.734843,0.483409703,0.978974,0.831845002,0.33658,0.298430334,0.986529,0.656033141,0.125768,0.124102982,0.421412,0.318291931,0.462038,0.336513243,0.6227,0.470324494,0.621756,0.469611492,0.755533,0.577786248,0.90633,0.693106735,0.931581,0.695041154,0.88179,0.627293039,0.668605,0.498837987,0.642259,0.497378327,0.3376,0.248844528
469nm,0.995022,,0.400572,0.097837201,0.180413,0.031510686,0.894678,0.365655955,0.534329,0.262057072,0.91115,0.54231274,0.134294,0.071590587,0.578466,0.122286071,0.48488,0.091463552,0.612412,0.293312704,0.011171,0.003494082,0.050292,0.015892577,0.085535,0.052967054,0.32659,0.21299636,0.18345,0.156200483,0.975421,0.738251324,0.135946,0.098049337,0.73986,0.487712348,0.978897,0.833492417,0.354877,0.315301411,0.985587,0.656756366,0.144511,0.142891491,0.432902,0.327643627,0.473173,0.345332793,0.630419,0.477135167,0.627766,0.475127233,0.758523,0.581267336,0.902823,0.69184655,0.921676,0.689067201,0.868204,0.6189,0.662258,0.495120049,0.628495,0.487721485,0.320824,0.23696593
470nm,0.992873,,0.385757,0.094422659,0.170173,0.029786514,0.885247,0.362584587,0.553078,0.271839464,0.917185,0.547086317,0.148347,0.079253247,0.581176,0.123124877,0.473895,0.089584918,0.597591,0.286833725,0.011422,0.003580323,0.051523,0.016316821,0.082466,0.051177123,0.329263,0.215204432,0.198812,0.169647019,0.971083,0.736558875,0.147636,0.106711071,0.744817,0.49204267,0.978702,0.835130055,0.373944,0.332961188,0.984569,0.657498043,0.163707,0.162222726,0.444262,0.336969259,0.484333,0.3542427,0.637941,0.483873268,0.633561,0.480551073,0.761438,0.584764089,0.899218,0.690575456,0.911636,0.683036243,0.854462,0.610422364,0.655714,0.491288658,0.614655,0.47801383,0.304153,0.225138696
471nm,0.992991,,0.373333,0.091370748,0.161522,0.028268912,0.878234,0.359669416,0.577728,0.283921268,0.925173,0.551785455,0.167353,0.089396432,0.585306,0.123985101,0.464741,0.087844009,0.584709,0.280617229,0.011549,0.003619702,0.053156,0.016831975,0.079483,0.049320058,0.332445,0.217258349,0.218806,0.186685786,0.968902,0.734817273,0.161525,0.116736145,0.750728,0.495888673,0.980393,0.836473579,0.398089,0.354417868,0.985491,0.658035552,0.187351,0.185630292,0.457814,0.347207081,0.496626,0.363190675,0.647069,0.490738462,0.641451,0.48647776,0.76649,0.58857394,0.896618,0.6884969,0.903946,0.677194088,0.841988,0.601439536,0.650314,0.487184849,0.602248,0.468309317,0.289373,0.21417286
472nm,0.993079,,0.361046,0.088355757,0.152926,0.026762104,0.871034,0.356689139,0.602857,0.296244524,0.933252,0.556554555,0.187063,0.099916242,0.589537,0.124870286,0.455659,0.086119724,0.571912,0.27445129,0.011582,0.003629723,0.054821,0.017357663,0.076535,0.047486584,0.335613,0.219309254,0.239574,0.204386979,0.966822,0.733174821,0.175722,0.126985241,0.756606,0.499727063,0.982206,0.837946175,0.422873,0.376449654,0.986514,0.658660262,0.211529,0.20956766,0.471406,0.357483601,0.509079,0.372264766,0.656303,0.497697441,0.649289,0.49237848,0.771457,0.592335517,0.894177,0.686561656,0.896183,0.671318918,0.82954,0.592495311,0.644846,0.483045671,0.589803,0.458591418,0.274625,0.203239452
473nm,0.993008,,0.349482,0.085531912,0.144618,0.02531001,0.862839,0.353358543,0.630522,0.309861286,0.941817,0.561702541,0.210502,0.11244379,0.594312,0.125890683,0.446959,0.084481461,0.559565,0.268545365,0.011107,0.00348111,0.056648,0.017937418,0.073777,0.04577864,0.338715,0.221352109,0.264444,0.225620371,0.96528,0.732057807,0.191545,0.138429606,0.762311,0.503531131,0.984662,0.840101518,0.451048,0.401560289,0.988076,0.659750322,0.23853,0.236335198,0.485206,0.36797493,0.522387,0.382023573,0.666091,0.505156138,0.656856,0.498152415,0.77597,0.595843261,0.892584,0.68538753,0.888027,0.665256928,0.817235,0.583748254,0.639009,0.478707476,0.577163,0.448795484,0.260042,0.192460891
474nm,0.993964,,0.338406,0.082741523,0.136827,0.023923453,0.855523,0.35002544,0.659617,0.323847842,0.951026,0.566649285,0.235601,0.125729871,0.599681,0.1269058,0.438694,0.082839509,0.547971,0.262728257,0.010791,0.003378818,0.058688,0.018565505,0.07141,0.044267298,0.342137,0.223373356,0.291355,0.248341419,0.964352,0.730650602,0.20783,0.150054316,0.768667,0.507241138,0.987822,0.841986983,0.480933,0.427754579,0.990555,0.660769437,0.266982,0.264270978,0.499708,0.37860859,0.536065,0.391649293,0.676454,0.512521903,0.66512,0.503934589,0.781191,0.599275364,0.891471,0.683874504,0.880691,0.659126672,0.805643,0.574914638,0.633717,0.474286415,0.565196,0.439067375,0.246143,0.181998822
475nm,0.997121,,0.328375,0.080034703,0.130145,0.022683097,0.850088,0.346700604,0.691774,0.338560427,0.961615,0.571144471,0.264252,0.140573162,0.606324,0.127905357,0.431359,0.081196531,0.537985,0.257123736,0.010816,0.003375923,0.061185,0.01929413,0.069879,0.043181076,0.346246,0.225340308,0.322636,0.27413362,0.96474,0.728630319,0.225101,0.162009496,0.776417,0.510733164,0.992492,0.843289107,0.514479,0.456142495,0.994997,0.661631108,0.29854,0.294572914,0.515708,0.389494045,0.550538,0.400949787,0.688046,0.519654183,0.674878,0.509708909,0.787926,0.602528254,0.891387,0.681645044,0.875113,0.652878332,0.795579,0.565935363,0.629591,0.469706566,0.554673,0.429528422,0.233704,0.172254282
476nm,0.999165,,0.317967,0.077339427,0.123555,0.021490466,0.84343,0.343281507,0.723414,0.353321055,0.970763,0.575398351,0.29446,0.156322355,0.612386,0.128919876,0.423504,0.079554871,0.527455,0.251575339,0.010783,0.003358738,0.063441,0.019964614,0.068079,0.041982722,0.349989,0.227310325,0.35512,0.301116988,0.964254,0.726773448,0.242677,0.174301977,0.783061,0.514049888,0.996568,0.845020147,0.548364,0.485190699,0.998182,0.662391162,0.330994,0.325927537,0.531418,0.400538128,0.564596,0.410346878,0.698971,0.526825467,0.683724,0.515333563,0.793564,0.605598225,0.890387,0.67948746,0.868508,0.646625152,0.784297,0.556768588,0.624377,0.464863734,0.543316,0.419873075,0.221106,0.162635391
477nm,1,,0.307148,0.07464553,0.117068,0.020345151,0.835445,0.339747633,0.754495,0.36819356,0.978346,0.579408796,0.326357,0.173111104,0.617816,0.1299544,0.415084,0.077908074,0.516334,0.246065422,0.010687,0.003326056,0.065435,0.020574923,0.065987,0.040658657,0.353335,0.229291862,0.388912,0.329494889,0.962818,0.72508516,0.260586,0.187008776,0.788503,0.51719014,1,0.847222222,0.582619,0.515068971,1,0.663043478,0.364421,0.358543242,0.546812,0.411796691,0.578203,0.419885512,0.70917,0.534066296,0.691579,0.520818753,0.798011,0.608483388,0.888391,0.677398138,0.860787,0.640341549,0.77169,0.547361512,0.617981,0.459717573,0.531054,0.410054354,0.208334,0.15311294
478nm,0.9976,,0.296123,0.072139282,0.110926,0.019324116,0.825049,0.336327112,0.782212,0.382637787,0.983165,0.58366356,0.359377,0.191084664,0.621583,0.131061316,0.405776,0.07634426,0.504324,0.240920115,0.010853,0.003385845,0.067066,0.021138495,0.063846,0.039434096,0.355749,0.231413787,0.423504,0.359665196,0.958555,0.72361142,0.278391,0.200267123,0.791208,0.520212898,0.999859,0.849140702,0.615055,0.545052401,0.99925,0.664140132,0.397674,0.392201186,0.560667,0.423246495,0.590072,0.429535552,0.716863,0.541158571,0.696932,0.526112695,0.7999,0.611391089,0.882934,0.674856831,0.851124,0.634676443,0.756859,0.538133369,0.610019,0.454886349,0.516961,0.400132736,0.195851,0.144284971
479nm,0.993393,,0.284981,0.069718964,0.104977,0.018365205,0.813304,0.332943384,0.80805,0.396951056,0.986438,0.588086634,0.393025,0.20986068,0.62442,0.132217075,0.395971,0.074815014,0.491818,0.235940877,0.011166,0.003498246,0.068495,0.02168033,0.061678,0.038256376,0.357642,0.233630426,0.458542,0.391070777,0.952713,0.722247109,0.296139,0.213936763,0.792384,0.523192475,0.99772,0.850912535,0.646473,0.575320753,0.997065,0.665494367,0.430828,0.426698357,0.573663,0.434891141,0.600969,0.439320555,0.723154,0.548219543,0.700888,0.531339797,0.800358,0.614331866,0.875542,0.67204095,0.840376,0.629315645,0.740785,0.528935198,0.601182,0.450195196,0.501844,0.390077036,0.183529,0.135779857
480nm,0.986127,,0.273517,0.067407402,0.099387,0.017515375,0.798383,0.329243346,0.829901,0.410689179,0.985408,0.591801204,0.426464,0.229393718,0.624809,0.133274255,0.385939,0.073456848,0.477956,0.230980296,0.011417,0.003603238,0.069665,0.022213137,0.059403,0.037116769,0.358022,0.235601931,0.492283,0.422940551,0.943247,0.72033978,0.312462,0.227392045,0.790964,0.526102971,0.991698,0.852008497,0.675132,0.605252494,0.990751,0.666152523,0.461721,0.460664688,0.58395,0.4459515,0.609768,0.449037207,0.726264,0.554633993,0.702365,0.536382782,0.79738,0.616555728,0.865358,0.669118151,0.826249,0.623295627,0.723003,0.520042256,0.589494,0.444695282,0.485538,0.380183373,0.172059,0.128231962
481nm,0.978119,,0.261973,0.065091001,0.093884,0.01668102,0.782691,0.32541474,0.850785,0.424470928,0.983332,0.595389385,0.459854,0.249379223,0.624604,0.134321305,0.375852,0.072122645,0.463765,0.225957177,0.011653,0.00370783,0.070772,0.022750863,0.057102,0.035971145,0.358036,0.237540126,0.52571,0.455356858,0.932902,0.718272344,0.32844,0.240976814,0.788915,0.529036218,0.984734,0.85295197,0.70312,0.63550431,0.983435,0.666647068,0.492064,0.494957652,0.59358,0.457017027,0.618056,0.458866846,0.728602,0.560974965,0.70324,0.541447916,0.793567,0.618631105,0.854497,0.666129543,0.811302,0.617030787,0.704806,0.511104002,0.577114,0.438920532,0.468945,0.370197054,0.160795,0.120818263
482nm,0.9699,,0.250783,0.062838708,0.089156,0.015975201,0.767096,0.321633543,0.868525,0.436993711,0.980999,0.599010197,0.495553,0.271016133,0.625218,0.135592713,0.365983,0.070823996,0.449661,0.220941922,0.011566,0.003711334,0.071965,0.023330416,0.054765,0.034791309,0.359062,0.240239529,0.559188,0.488459119,0.92258,0.716344437,0.345372,0.25554717,0.78639,0.531811727,0.978289,0.85455014,0.729898,0.665297603,0.977247,0.668066038,0.523405,0.530944411,0.60348,0.468576753,0.625567,0.468379006,0.730779,0.567419054,0.702997,0.545847504,0.789091,0.62035456,0.84322,0.662908805,0.796994,0.611285473,0.686888,0.502331432,0.564829,0.433217518,0.452702,0.360402834,0.149794,0.1135061
483nm,0.962171,,0.239757,0.060558505,0.084511,0.015264539,0.751633,0.317681666,0.886154,0.449445215,0.979006,0.602595245,0.531676,0.293107403,0.626167,0.136889378,0.356344,0.069512621,0.435745,0.215824138,0.011515,0.00372465,0.073225,0.023929588,0.052494,0.033616465,0.360225,0.242953729,0.592845,0.522018912,0.91261,0.714295273,0.362495,0.270371348,0.784167,0.53456828,0.972248,0.856095342,0.75669,0.69525877,0.971369,0.669381929,0.554916,0.567431093,0.613624,0.48028043,0.633385,0.478042006,0.733186,0.573861008,0.702922,0.550173527,0.784947,0.622053759,0.832255,0.65954434,0.782948,0.60533619,0.669284,0.493389114,0.552671,0.427297544,0.436676,0.350436879,0.139013,0.106182977
484nm,0.95764,,0.229712,0.058295834,0.080239,0.014561494,0.73699,0.312966529,0.903714,0.460520062,0.979252,0.605598512,0.570055,0.315752266,0.629109,0.138183267,0.348132,0.068232006,0.423022,0.210513786,0.011753,0.003819621,0.074895,0.024591139,0.050653,0.032590989,0.362063,0.24534875,0.627642,0.555273641,0.904897,0.711609417,0.380644,0.285251292,0.783978,0.536968098,0.968703,0.857009637,0.783823,0.72359652,0.967247,0.6696951,0.587328,0.603415655,0.625288,0.491725389,0.643338,0.48785131,0.737113,0.579664373,0.704151,0.553743114,0.783082,0.623511993,0.823377,0.655596009,0.770448,0.598490191,0.653648,0.484142315,0.541301,0.420486962,0.421974,0.340240618,0.12959,0.099453702
485nm,0.953205,,0.219948,0.056077652,0.07604,0.01386368,0.722245,0.308132004,0.920244,0.471125384,0.979168,0.608364005,0.608192,0.338443662,0.63211,0.13948843,0.339896,0.066927749,0.410625,0.205295269,0.011906,0.003887347,0.076739,0.025313834,0.049074,0.031721943,0.363921,0.247755205,0.661755,0.588177298,0.897293,0.708912745,0.39863,0.300119751,0.783623,0.539222182,0.965147,0.857836442,0.809807,0.751062293,0.963211,0.67000359,0.619382,0.639308405,0.63701,0.503274301,0.653106,0.497562809,0.74097,0.585408642,0.705355,0.557270757,0.78112,0.624843554,0.814471,0.651522115,0.757832,0.591428993,0.638098,0.474823774,0.529967,0.413598065,0.40747,0.330074574,0.120418,0.092844641
486nm,0.948995,,0.210835,0.053992682,0.072011,0.013187353,0.70726,0.303077536,0.934385,0.480487126,0.978321,0.610534292,0.645769,0.360948518,0.635252,0.140803663,0.331601,0.065584073,0.398986,0.200361188,0.011862,0.003890163,0.078988,0.0261713,0.048099,0.031229625,0.365827,0.250157664,0.694283,0.619826223,0.889939,0.706221819,0.416241,0.314768918,0.782882,0.541102163,0.961568,0.85844686,0.833125,0.776116626,0.95937,0.670292279,0.650605,0.674515009,0.648869,0.514917815,0.662446,0.506917293,0.744667,0.590939473,0.7065,0.56065159,0.778932,0.625857512,0.805499,0.647203608,0.744948,0.583953165,0.622749,0.465457999,0.518715,0.406612631,0.393427,0.320112756,0.111827,0.08660331
